year_month,district,okrug,secondary_price_per_sqm,newbuild_price_per_sqm,rental_price_per_sqm_monthly,secondary_mom_change_pct,newbuild_mom_change_pct,n_listings_secondary,n_listings_newbuild,n_listings_rental,cbr_key_rate_pct,avg_mortgage_rate_pct
2024-09,Filyovsky Park,ZAO,478700,505800,1995,5.4,-3.56,57,14,78,16.0,18.5
2024-10,Filyovsky Park,ZAO,463100,498900,1930,-3.27,-1.36,100,19,40,21.0,23.5
2024-11,Filyovsky Park,ZAO,452600,517800,1886,-2.27,3.8,158,24,57,21.0,23.5
2024-12,Filyovsky Park,ZAO,446900,501500,1862,-1.25,-3.15,44,72,95,21.0,23.5
2025-01,Filyovsky Park,ZAO,416200,476400,1734,-6.86,-5.01,51,72,11,21.0,23.5
2025-02,Filyovsky Park,ZAO,455600,494100,1898,9.46,3.71,62,61,44,21.0,23.5
2025-03,Filyovsky Park,ZAO,446800,476300,1862,-1.94,-3.61,147,68,41,21.0,23.5
2025-04,Filyovsky Park,ZAO,443500,498500,1848,-0.73,4.66,43,10,98,21.0,23.5
2025-05,Filyovsky Park,ZAO,438400,485700,1827,-1.15,-2.56,165,46,54,21.0,23.5
2025-06,Filyovsky Park,ZAO,447400,497400,1864,2.05,2.42,174,68,115,21.0,23.5
2025-07,Filyovsky Park,ZAO,453000,496300,1888,1.26,-0.23,135,5,22,17.0,19.5
2025-08,Filyovsky Park,ZAO,429100,453400,1788,-5.28,-8.64,129,79,46,17.0,19.5
2025-09,Filyovsky Park,ZAO,443800,490300,1849,3.43,8.13,100,55,89,17.0,19.5
2025-10,Filyovsky Park,ZAO,435400,492100,1814,-1.9,0.37,194,59,69,17.0,19.5
2025-11,Filyovsky Park,ZAO,446700,508900,1861,2.58,3.42,50,76,56,17.0,19.5
2025-12,Filyovsky Park,ZAO,455300,499600,1897,1.94,-1.84,24,46,64,17.0,19.5
2026-01,Filyovsky Park,ZAO,450600,507300,1877,-1.05,1.55,119,64,32,17.0,19.5
2026-02,Filyovsky Park,ZAO,457200,494900,1905,1.48,-2.45,96,13,31,17.0,19.5
2026-03,Filyovsky Park,ZAO,450500,481500,1877,-1.48,-2.7,181,29,37,17.0,19.5
2026-04,Filyovsky Park,ZAO,462000,511000,1925,2.55,6.13,98,39,21,17.0,19.5
2020-01,Fili-Davydkovo,ZAO,277300,308900,1155,,,141,58,46,6.0,8.5
2020-02,Fili-Davydkovo,ZAO,281600,315200,1173,1.55,2.03,65,63,24,6.0,8.5
2020-03,Fili-Davydkovo,ZAO,289400,312400,1206,2.77,-0.89,130,69,116,6.0,8.5
2020-04,Fili-Davydkovo,ZAO,274200,303200,1143,-5.26,-2.93,29,74,92,4.25,6.75
2020-05,Fili-Davydkovo,ZAO,295500,327900,1231,7.76,8.13,78,69,14,4.25,6.75
2020-06,Fili-Davydkovo,ZAO,294000,321700,1225,-0.49,-1.9,25,67,111,4.25,6.75
2020-07,Fili-Davydkovo,ZAO,285300,308900,1189,-2.96,-3.98,112,46,28,4.25,6.75
2020-08,Fili-Davydkovo,ZAO,302800,351600,1261,6.1,13.83,31,17,47,4.25,6.75
2020-09,Fili-Davydkovo,ZAO,323700,360500,1349,6.91,2.54,118,15,29,4.25,6.75
2020-10,Fili-Davydkovo,ZAO,320400,357600,1335,-1.02,-0.8,36,12,55,4.25,6.75
2020-11,Fili-Davydkovo,ZAO,302500,346300,1260,-5.58,-3.18,124,45,77,4.25,6.75
2020-12,Fili-Davydkovo,ZAO,321400,372600,1339,6.25,7.61,32,52,18,4.25,6.75
2021-01,Fili-Davydkovo,ZAO,325400,371000,1356,1.23,-0.42,34,25,26,4.25,6.75
2021-02,Fili-Davydkovo,ZAO,336600,369300,1403,3.46,-0.46,86,48,116,4.25,6.75
2021-03,Fili-Davydkovo,ZAO,351200,383900,1463,4.34,3.96,199,77,49,4.25,6.75
2021-04,Fili-Davydkovo,ZAO,327600,354900,1365,-6.73,-7.57,198,18,75,8.5,11.0
2021-05,Fili-Davydkovo,ZAO,342000,372700,1425,4.41,5.01,65,59,33,8.5,11.0
2021-06,Fili-Davydkovo,ZAO,346300,383800,1443,1.26,2.97,147,26,82,8.5,11.0
2021-07,Fili-Davydkovo,ZAO,362300,412500,1510,4.61,7.48,114,60,69,8.5,11.0
2021-08,Fili-Davydkovo,ZAO,377400,413300,1572,4.16,0.21,54,7,45,8.5,11.0
2021-09,Fili-Davydkovo,ZAO,374200,404800,1559,-0.84,-2.06,126,52,75,8.5,11.0
2021-10,Fili-Davydkovo,ZAO,375500,412600,1565,0.35,1.91,114,34,13,8.5,11.0
2021-11,Fili-Davydkovo,ZAO,380900,411700,1587,1.42,-0.22,43,25,106,8.5,11.0
2021-12,Fili-Davydkovo,ZAO,370900,444100,1546,-2.61,7.87,126,22,40,8.5,11.0
2022-01,Fili-Davydkovo,ZAO,397000,447400,1654,7.03,0.74,21,78,27,20.0,22.5
2022-02,Fili-Davydkovo,ZAO,396200,444600,1651,-0.2,-0.62,94,22,33,20.0,22.5
2022-03,Fili-Davydkovo,ZAO,375200,419400,1563,-5.3,-5.65,154,78,56,20.0,22.5
2022-04,Fili-Davydkovo,ZAO,350200,391800,1459,-6.66,-6.6,32,74,108,9.5,12.0
2022-05,Fili-Davydkovo,ZAO,363900,402000,1516,3.9,2.6,198,66,92,9.5,12.0
2022-06,Fili-Davydkovo,ZAO,370700,408100,1545,1.87,1.54,49,40,109,9.5,12.0
2022-07,Fili-Davydkovo,ZAO,384700,435000,1603,3.77,6.59,64,48,30,9.5,12.0
2022-08,Fili-Davydkovo,ZAO,386500,429600,1610,0.47,-1.25,133,62,19,9.5,12.0
2022-09,Fili-Davydkovo,ZAO,403400,429600,1681,4.39,0.0,162,77,88,9.5,12.0
2022-10,Fili-Davydkovo,ZAO,385400,432300,1606,-4.47,0.62,89,31,73,7.5,10.0
2022-11,Fili-Davydkovo,ZAO,388700,442500,1619,0.84,2.36,139,25,51,7.5,10.0
2022-12,Fili-Davydkovo,ZAO,393900,434800,1641,1.33,-1.74,195,32,82,7.5,10.0
2023-01,Fili-Davydkovo,ZAO,393900,451500,1641,0.01,3.85,125,13,97,7.5,10.0
2023-02,Fili-Davydkovo,ZAO,397900,443800,1658,1.02,-1.71,82,46,77,7.5,10.0
2023-03,Fili-Davydkovo,ZAO,399000,448800,1662,0.26,1.13,46,16,77,7.5,10.0
2023-04,Fili-Davydkovo,ZAO,405800,447100,1691,1.71,-0.38,45,33,57,7.5,10.0
2023-05,Fili-Davydkovo,ZAO,421600,446200,1757,3.9,-0.2,152,30,24,7.5,10.0
2023-06,Fili-Davydkovo,ZAO,425900,483000,1774,1.01,8.24,182,8,108,7.5,10.0
2023-07,Fili-Davydkovo,ZAO,425700,443000,1774,-0.03,-8.28,50,8,74,13.0,15.5
2023-08,Fili-Davydkovo,ZAO,420800,470800,1753,-1.17,6.27,99,66,116,13.0,15.5
2023-09,Fili-Davydkovo,ZAO,437700,489300,1824,4.03,3.92,158,33,108,13.0,15.5
2023-10,Fili-Davydkovo,ZAO,416800,460600,1737,-4.78,-5.86,31,29,61,13.0,15.5
2023-11,Fili-Davydkovo,ZAO,434600,497100,1811,4.26,7.92,102,60,70,13.0,15.5
2023-12,Fili-Davydkovo,ZAO,404600,443500,1686,-6.9,-10.78,96,79,69,13.0,15.5
2024-01,Fili-Davydkovo,ZAO,436700,481300,1820,7.95,8.52,143,6,108,16.0,18.5
2024-02,Fili-Davydkovo,ZAO,445200,500900,1855,1.95,4.08,56,71,62,16.0,18.5
2024-03,Fili-Davydkovo,ZAO,433500,462700,1806,-2.64,-7.63,177,50,13,16.0,18.5
2024-04,Fili-Davydkovo,ZAO,444900,458500,1854,2.65,-0.9,91,5,89,16.0,18.5
2024-05,Fili-Davydkovo,ZAO,443300,491600,1847,-0.37,7.23,163,19,21,16.0,18.5
2024-06,Fili-Davydkovo,ZAO,457100,494100,1904,3.11,0.5,84,73,54,16.0,18.5
2024-07,Fili-Davydkovo,ZAO,429800,474700,1791,-5.97,-3.93,155,60,22,16.0,18.5
2024-08,Fili-Davydkovo,ZAO,431400,473700,1798,0.39,-0.21,155,25,18,16.0,18.5
2024-09,Fili-Davydkovo,ZAO,432000,461300,1800,0.14,-2.61,138,13,90,16.0,18.5
2024-10,Fili-Davydkovo,ZAO,447100,483300,1863,3.5,4.77,103,66,71,21.0,23.5
2024-11,Fili-Davydkovo,ZAO,423500,477600,1765,-5.28,-1.19,36,56,108,21.0,23.5
2024-12,Fili-Davydkovo,ZAO,422300,444000,1760,-0.29,-7.04,62,37,102,21.0,23.5
2025-01,Fili-Davydkovo,ZAO,421600,463400,1757,-0.17,4.39,101,23,58,21.0,23.5
2025-02,Fili-Davydkovo,ZAO,421900,467400,1758,0.08,0.85,45,55,48,21.0,23.5
2025-03,Fili-Davydkovo,ZAO,420600,453900,1753,-0.3,-2.89,192,36,119,21.0,23.5
2025-04,Fili-Davydkovo,ZAO,403600,451100,1682,-4.05,-0.62,126,38,115,21.0,23.5
2025-05,Fili-Davydkovo,ZAO,408000,423800,1700,1.08,-6.03,79,34,52,21.0,23.5
2025-06,Fili-Davydkovo,ZAO,419300,449200,1747,2.78,5.98,153,43,99,21.0,23.5
2025-07,Fili-Davydkovo,ZAO,418500,493600,1744,-0.19,9.9,83,44,52,17.0,19.5
2025-08,Fili-Davydkovo,ZAO,409800,463100,1707,-2.08,-6.18,81,37,71,17.0,19.5
2025-09,Fili-Davydkovo,ZAO,407000,440800,1696,-0.68,-4.82,94,16,38,17.0,19.5
2025-10,Fili-Davydkovo,ZAO,437700,483800,1824,7.53,9.75,42,51,49,17.0,19.5
2025-11,Fili-Davydkovo,ZAO,419700,461500,1749,-4.1,-4.61,25,62,90,17.0,19.5
2025-12,Fili-Davydkovo,ZAO,428100,482600,1784,2.01,4.59,76,39,20,17.0,19.5
2026-01,Fili-Davydkovo,ZAO,435000,479800,1812,1.59,-0.6,66,11,60,17.0,19.5
2026-02,Fili-Davydkovo,ZAO,433300,463800,1806,-0.37,-3.32,74,74,36,17.0,19.5
2026-03,Fili-Davydkovo,ZAO,417000,459500,1737,-3.78,-0.93,172,27,89,17.0,19.5
2026-04,Fili-Davydkovo,ZAO,436900,484000,1820,4.79,5.34,61,31,85,17.0,19.5
2020-01,Krylatskoye,SZAO,307900,342400,1283,,,46,46,28,6.0,8.5
2020-02,Krylatskoye,SZAO,303700,333000,1266,-1.36,-2.74,77,26,16,6.0,8.5
2020-03,Krylatskoye,SZAO,297000,329400,1238,-2.21,-1.08,42,46,57,6.0,8.5
2020-04,Krylatskoye,SZAO,300700,318500,1253,1.24,-3.29,73,16,83,4.25,6.75
2020-05,Krylatskoye,SZAO,310300,353100,1293,3.2,10.86,48,65,87,4.25,6.75
2020-06,Krylatskoye,SZAO,307200,334200,1280,-0.99,-5.36,20,46,119,4.25,6.75
2020-07,Krylatskoye,SZAO,316100,344100,1317,2.9,2.97,187,18,79,4.25,6.75
2020-08,Krylatskoye,SZAO,331600,355100,1382,4.88,3.2,71,38,80,4.25,6.75
2020-09,Krylatskoye,SZAO,331700,346300,1382,0.05,-2.5,62,25,27,4.25,6.75
2020-10,Krylatskoye,SZAO,342500,376200,1427,3.23,8.65,59,8,90,4.25,6.75
2020-11,Krylatskoye,SZAO,355600,392600,1482,3.83,4.35,129,40,84,4.25,6.75
2020-12,Krylatskoye,SZAO,358000,388200,1492,0.69,-1.12,150,27,26,4.25,6.75
2021-01,Krylatskoye,SZAO,348900,406000,1454,-2.55,4.59,32,62,103,4.25,6.75
2021-02,Krylatskoye,SZAO,376600,419200,1569,7.94,3.25,156,71,109,4.25,6.75
2021-03,Krylatskoye,SZAO,382300,411700,1593,1.51,-1.78,57,36,79,4.25,6.75
2021-04,Krylatskoye,SZAO,370300,399000,1543,-3.14,-3.1,34,68,18,8.5,11.0
2021-05,Krylatskoye,SZAO,383800,426900,1599,3.66,7.0,81,24,62,8.5,11.0
2021-06,Krylatskoye,SZAO,379200,423700,1580,-1.21,-0.75,63,64,78,8.5,11.0
2021-07,Krylatskoye,SZAO,385500,429200,1606,1.65,1.28,150,76,15,8.5,11.0
2021-08,Krylatskoye,SZAO,398500,441200,1660,3.38,2.8,172,26,106,8.5,11.0
2021-09,Krylatskoye,SZAO,382200,417100,1593,-4.09,-5.46,76,24,41,8.5,11.0
2021-10,Krylatskoye,SZAO,405600,434700,1690,6.12,4.22,146,35,25,8.5,11.0
2021-11,Krylatskoye,SZAO,390800,417300,1629,-3.63,-3.99,86,36,100,8.5,11.0
2021-12,Krylatskoye,SZAO,393400,422700,1639,0.66,1.29,149,54,18,8.5,11.0
2022-01,Krylatskoye,SZAO,396400,429100,1652,0.75,1.52,110,25,61,20.0,22.5
2022-02,Krylatskoye,SZAO,411700,463000,1716,3.88,7.89,195,10,15,20.0,22.5
2022-03,Krylatskoye,SZAO,399800,437200,1666,-2.91,-5.56,195,35,110,20.0,22.5
2022-04,Krylatskoye,SZAO,388600,428100,1619,-2.79,-2.09,75,60,22,9.5,12.0
2022-05,Krylatskoye,SZAO,394000,427500,1642,1.39,-0.14,143,72,58,9.5,12.0
2022-06,Krylatskoye,SZAO,406000,456100,1692,3.05,6.69,179,47,118,9.5,12.0
2022-07,Krylatskoye,SZAO,401500,436900,1673,-1.11,-4.22,171,55,87,9.5,12.0
2022-08,Krylatskoye,SZAO,377800,418800,1574,-5.92,-4.13,54,58,11,9.5,12.0
2022-09,Krylatskoye,SZAO,423900,473200,1766,12.22,12.98,76,6,10,9.5,12.0
2022-10,Krylatskoye,SZAO,417300,455500,1739,-1.55,-3.74,159,66,16,7.5,10.0
2022-11,Krylatskoye,SZAO,414300,463500,1726,-0.71,1.77,76,63,32,7.5,10.0
2022-12,Krylatskoye,SZAO,417400,476700,1739,0.73,2.83,118,30,58,7.5,10.0
2023-01,Krylatskoye,SZAO,423900,465700,1766,1.57,-2.3,127,17,62,7.5,10.0
2023-02,Krylatskoye,SZAO,427900,459200,1783,0.95,-1.39,116,65,90,7.5,10.0
2023-03,Krylatskoye,SZAO,447000,513000,1863,4.47,11.72,42,63,95,7.5,10.0
2023-04,Krylatskoye,SZAO,432200,482200,1801,-3.31,-6.01,186,6,99,7.5,10.0
2023-05,Krylatskoye,SZAO,447600,482800,1865,3.55,0.13,47,55,13,7.5,10.0
2023-06,Krylatskoye,SZAO,423900,453400,1766,-5.29,-6.09,177,37,25,7.5,10.0
2023-07,Krylatskoye,SZAO,437000,482100,1821,3.1,6.32,155,44,62,13.0,15.5
2023-08,Krylatskoye,SZAO,459000,507600,1912,5.02,5.29,163,30,32,13.0,15.5
2023-09,Krylatskoye,SZAO,438900,463500,1829,-4.38,-8.68,33,71,65,13.0,15.5
2023-10,Krylatskoye,SZAO,465300,528800,1939,6.03,14.09,74,25,118,13.0,15.5
2023-11,Krylatskoye,SZAO,458700,501400,1911,-1.42,-5.19,46,32,22,13.0,15.5
2023-12,Krylatskoye,SZAO,456400,505600,1902,-0.51,0.84,172,30,103,13.0,15.5
2024-01,Krylatskoye,SZAO,443200,477000,1847,-2.89,-5.67,117,46,93,16.0,18.5
2024-02,Krylatskoye,SZAO,474700,519000,1978,7.12,8.81,154,67,84,16.0,18.5
2024-03,Krylatskoye,SZAO,480800,544500,2003,1.28,4.92,177,48,113,16.0,18.5
2024-04,Krylatskoye,SZAO,478600,533500,1994,-0.46,-2.03,172,7,90,16.0,18.5
2024-05,Krylatskoye,SZAO,467800,536500,1949,-2.25,0.56,105,70,85,16.0,18.5
2024-06,Krylatskoye,SZAO,473500,531900,1973,1.22,-0.86,81,52,92,16.0,18.5
2024-07,Krylatskoye,SZAO,458800,498300,1912,-3.11,-6.3,167,53,112,16.0,18.5
2024-08,Krylatskoye,SZAO,471300,528700,1964,2.72,6.1,46,43,113,16.0,18.5
2024-09,Krylatskoye,SZAO,467300,539000,1947,-0.85,1.94,86,59,16,16.0,18.5
2024-10,Krylatskoye,SZAO,494600,512900,2061,5.85,-4.84,190,52,101,21.0,23.5
2024-11,Krylatskoye,SZAO,454600,487600,1894,-8.1,-4.94,25,33,107,21.0,23.5
2024-12,Krylatskoye,SZAO,470400,515500,1960,3.48,5.71,51,31,106,21.0,23.5
2025-01,Krylatskoye,SZAO,433400,497900,1806,-7.87,-3.4,61,54,16,21.0,23.5
2025-02,Krylatskoye,SZAO,448400,496600,1868,3.47,-0.26,192,26,10,21.0,23.5
2025-03,Krylatskoye,SZAO,459700,511100,1916,2.53,2.91,150,7,114,21.0,23.5
2025-04,Krylatskoye,SZAO,450800,491200,1879,-1.93,-3.89,164,69,43,21.0,23.5
2025-05,Krylatskoye,SZAO,452300,499900,1884,0.32,1.77,118,35,62,21.0,23.5
2025-06,Krylatskoye,SZAO,433800,464200,1807,-4.09,-7.14,125,57,110,21.0,23.5
2025-07,Krylatskoye,SZAO,441400,495300,1839,1.74,6.7,160,45,33,17.0,19.5
2025-08,Krylatskoye,SZAO,431200,467100,1797,-2.3,-5.69,165,55,81,17.0,19.5
2025-09,Krylatskoye,SZAO,445000,517300,1854,3.2,10.74,92,71,68,17.0,19.5
2025-10,Krylatskoye,SZAO,450200,486600,1876,1.17,-5.92,198,16,59,17.0,19.5
2025-11,Krylatskoye,SZAO,459300,506700,1914,2.01,4.13,40,59,115,17.0,19.5
2025-12,Krylatskoye,SZAO,455500,491900,1898,-0.82,-2.93,137,53,76,17.0,19.5
2026-01,Krylatskoye,SZAO,465100,531000,1938,2.11,7.95,67,33,87,17.0,19.5
2026-02,Krylatskoye,SZAO,448000,494100,1867,-3.69,-6.94,93,7,78,17.0,19.5
2026-03,Krylatskoye,SZAO,466900,504500,1945,4.22,2.1,84,31,65,17.0,19.5
2026-04,Krylatskoye,SZAO,475000,542200,1979,1.75,7.47,107,28,31,17.0,19.5
2020-01,Kurkino,SZAO,250100,271600,1042,,,169,61,12,6.0,8.5
2020-02,Kurkino,SZAO,248500,267000,1036,-0.62,-1.71,73,22,60,6.0,8.5
2020-03,Kurkino,SZAO,258500,273300,1077,4.02,2.38,165,39,93,6.0,8.5
2020-04,Kurkino,SZAO,248600,277500,1036,-3.84,1.52,101,74,104,4.25,6.75
2020-05,Kurkino,SZAO,262500,286100,1094,5.6,3.11,155,34,64,4.25,6.75
2020-06,Kurkino,SZAO,257600,281700,1073,-1.89,-1.54,69,37,33,4.25,6.75
2020-07,Kurkino,SZAO,262400,293500,1093,1.86,4.17,125,70,66,4.25,6.75
2020-08,Kurkino,SZAO,271400,304600,1131,3.46,3.79,72,50,34,4.25,6.75
2020-09,Kurkino,SZAO,276700,297600,1153,1.94,-2.29,92,39,62,4.25,6.75
2020-10,Kurkino,SZAO,287600,330800,1198,3.93,11.13,186,68,59,4.25,6.75
2020-11,Kurkino,SZAO,283500,330300,1181,-1.42,-0.13,88,47,20,4.25,6.75
2020-12,Kurkino,SZAO,277400,293200,1156,-2.15,-11.26,181,50,18,4.25,6.75
2021-01,Kurkino,SZAO,301900,332900,1258,8.84,13.57,41,55,39,4.25,6.75
2021-02,Kurkino,SZAO,291800,333600,1216,-3.33,0.19,73,23,102,4.25,6.75
2021-03,Kurkino,SZAO,303500,342500,1265,4.0,2.69,78,42,54,4.25,6.75
2021-04,Kurkino,SZAO,300300,335000,1251,-1.05,-2.21,34,15,45,8.5,11.0
2021-05,Kurkino,SZAO,312400,333400,1302,4.04,-0.47,139,43,81,8.5,11.0
2021-06,Kurkino,SZAO,318100,353400,1325,1.8,6.01,136,72,93,8.5,11.0
2021-07,Kurkino,SZAO,318700,340300,1328,0.19,-3.72,128,26,25,8.5,11.0
2021-08,Kurkino,SZAO,316700,342200,1319,-0.64,0.56,154,6,68,8.5,11.0
2021-09,Kurkino,SZAO,325300,342200,1355,2.73,0.01,58,53,104,8.5,11.0
2021-10,Kurkino,SZAO,329200,364300,1372,1.19,6.45,39,68,74,8.5,11.0
2021-11,Kurkino,SZAO,328800,364100,1370,-0.12,-0.05,52,30,59,8.5,11.0
2021-12,Kurkino,SZAO,347000,375800,1446,5.53,3.21,141,75,43,8.5,11.0
2022-01,Kurkino,SZAO,321700,365500,1340,-7.28,-2.74,30,49,60,20.0,22.5
2022-02,Kurkino,SZAO,334100,372600,1392,3.84,1.95,43,65,31,20.0,22.5
2022-03,Kurkino,SZAO,340000,381100,1417,1.78,2.27,74,79,53,20.0,22.5
2022-04,Kurkino,SZAO,321300,352000,1339,-5.51,-7.63,160,11,62,9.5,12.0
2022-05,Kurkino,SZAO,327900,351000,1366,2.06,-0.29,67,55,21,9.5,12.0
2022-06,Kurkino,SZAO,322600,346800,1344,-1.6,-1.2,106,77,70,9.5,12.0
2022-07,Kurkino,SZAO,330600,383000,1378,2.48,10.45,51,23,19,9.5,12.0
2022-08,Kurkino,SZAO,334500,374700,1394,1.19,-2.17,78,61,78,9.5,12.0
2022-09,Kurkino,SZAO,345100,385400,1438,3.16,2.85,23,47,58,9.5,12.0
2022-10,Kurkino,SZAO,340500,368900,1419,-1.34,-4.28,180,49,61,7.5,10.0
2022-11,Kurkino,SZAO,331900,357500,1383,-2.52,-3.09,72,38,58,7.5,10.0
2022-12,Kurkino,SZAO,357900,378300,1491,7.84,5.81,71,68,49,7.5,10.0
2023-01,Kurkino,SZAO,354200,406300,1476,-1.05,7.41,129,23,101,7.5,10.0
2023-02,Kurkino,SZAO,360800,381400,1503,1.86,-6.14,177,37,25,7.5,10.0
2023-03,Kurkino,SZAO,361200,400800,1505,0.12,5.09,139,21,56,7.5,10.0
2023-04,Kurkino,SZAO,351000,371700,1463,-2.82,-7.25,155,62,17,7.5,10.0
2023-05,Kurkino,SZAO,358800,396700,1495,2.22,6.73,158,22,111,7.5,10.0
2023-06,Kurkino,SZAO,383400,422600,1597,6.84,6.53,50,59,96,7.5,10.0
2023-07,Kurkino,SZAO,373800,409800,1557,-2.51,-3.03,137,26,56,13.0,15.5
2023-08,Kurkino,SZAO,373500,416300,1556,-0.07,1.59,37,45,96,13.0,15.5
2023-09,Kurkino,SZAO,373100,414000,1555,-0.11,-0.55,33,76,53,13.0,15.5
2023-10,Kurkino,SZAO,362300,415400,1510,-2.89,0.33,175,75,99,13.0,15.5
2023-11,Kurkino,SZAO,374600,396500,1561,3.37,-4.54,199,57,11,13.0,15.5
2023-12,Kurkino,SZAO,367800,416300,1533,-1.8,4.98,114,43,78,13.0,15.5
2024-01,Kurkino,SZAO,383800,431400,1599,4.35,3.63,22,46,71,16.0,18.5
2024-02,Kurkino,SZAO,364400,385000,1518,-5.05,-10.76,190,41,111,16.0,18.5
2024-03,Kurkino,SZAO,395500,425500,1648,8.54,10.51,94,70,19,16.0,18.5
2024-04,Kurkino,SZAO,386600,436200,1611,-2.27,2.52,78,37,17,16.0,18.5
2024-05,Kurkino,SZAO,393300,437400,1639,1.74,0.28,176,72,13,16.0,18.5
2024-06,Kurkino,SZAO,404200,439200,1684,2.77,0.42,99,53,33,16.0,18.5
2024-07,Kurkino,SZAO,385000,419500,1604,-4.75,-4.48,142,18,78,16.0,18.5
2024-08,Kurkino,SZAO,376200,416600,1568,-2.28,-0.7,25,61,39,16.0,18.5
2024-09,Kurkino,SZAO,377900,432900,1575,0.45,3.92,158,29,93,16.0,18.5
2024-10,Kurkino,SZAO,389500,441100,1623,3.06,1.89,22,43,21,21.0,23.5
2024-11,Kurkino,SZAO,382500,412900,1594,-1.81,-6.4,30,34,36,21.0,23.5
2024-12,Kurkino,SZAO,364800,412100,1520,-4.61,-0.18,99,23,106,21.0,23.5
2025-01,Kurkino,SZAO,365000,412400,1521,0.04,0.06,21,24,25,21.0,23.5
2025-02,Kurkino,SZAO,380300,407300,1584,4.19,-1.24,175,71,10,21.0,23.5
2025-03,Kurkino,SZAO,383600,411000,1598,0.87,0.9,150,22,48,21.0,23.5
2025-04,Kurkino,SZAO,373900,400100,1558,-2.51,-2.64,179,72,65,21.0,23.5
2025-05,Kurkino,SZAO,386900,440900,1612,3.47,10.2,158,75,33,21.0,23.5
2025-06,Kurkino,SZAO,364200,400800,1517,-5.87,-9.1,166,69,77,21.0,23.5
2025-07,Kurkino,SZAO,377700,403500,1574,3.71,0.67,94,19,61,17.0,19.5
2025-08,Kurkino,SZAO,378100,430200,1575,0.11,6.61,114,11,15,17.0,19.5
2025-09,Kurkino,SZAO,350300,385000,1460,-7.35,-10.5,159,33,54,17.0,19.5
2025-10,Kurkino,SZAO,370200,402100,1542,5.67,4.46,38,42,45,17.0,19.5
2025-11,Kurkino,SZAO,385100,435300,1604,4.03,8.25,139,77,74,17.0,19.5
2025-12,Kurkino,SZAO,380900,405400,1587,-1.07,-6.87,80,34,65,17.0,19.5
2026-01,Kurkino,SZAO,379600,418100,1582,-0.36,3.13,58,57,19,17.0,19.5
2026-02,Kurkino,SZAO,364400,401400,1518,-4.0,-3.99,108,54,111,17.0,19.5
2026-03,Kurkino,SZAO,357700,398200,1490,-1.85,-0.8,67,13,69,17.0,19.5
2026-04,Kurkino,SZAO,392000,436800,1633,9.61,9.7,27,61,44,17.0,19.5
2020-01,Mitino,SZAO,206600,228300,861,,,192,39,115,6.0,8.5
2020-02,Mitino,SZAO,206700,221300,861,0.07,-3.04,185,76,96,6.0,8.5
2020-03,Mitino,SZAO,219400,237400,914,6.11,7.25,43,75,90,6.0,8.5
2020-04,Mitino,SZAO,215000,240700,896,-1.99,1.38,128,71,80,4.25,6.75
2020-05,Mitino,SZAO,227600,242400,949,5.88,0.73,121,68,58,4.25,6.75
2020-06,Mitino,SZAO,217800,247200,908,-4.33,1.96,119,8,89,4.25,6.75
2020-07,Mitino,SZAO,229200,239400,955,5.25,-3.16,45,11,68,4.25,6.75
2020-08,Mitino,SZAO,226500,244000,944,-1.21,1.94,30,12,42,4.25,6.75
2020-09,Mitino,SZAO,218900,247900,912,-3.35,1.57,43,78,118,4.25,6.75
2020-10,Mitino,SZAO,237300,258900,989,8.41,4.47,131,28,28,4.25,6.75
2020-11,Mitino,SZAO,241600,265100,1006,1.8,2.36,188,22,41,4.25,6.75
2020-12,Mitino,SZAO,245400,274400,1022,1.57,3.52,25,39,59,4.25,6.75
2021-01,Mitino,SZAO,249800,276900,1041,1.79,0.92,20,50,90,4.25,6.75
2021-02,Mitino,SZAO,239600,270900,998,-4.08,-2.18,148,7,24,4.25,6.75
2021-03,Mitino,SZAO,261800,288700,1091,9.27,6.59,72,58,114,4.25,6.75
2021-04,Mitino,SZAO,256600,298800,1069,-1.96,3.5,143,78,82,8.5,11.0
2021-05,Mitino,SZAO,262100,285300,1092,2.11,-4.53,154,69,65,8.5,11.0
2021-06,Mitino,SZAO,253900,270900,1058,-3.12,-5.03,35,8,108,8.5,11.0
2021-07,Mitino,SZAO,272900,287600,1137,7.49,6.14,106,63,111,8.5,11.0
2021-08,Mitino,SZAO,271000,291600,1129,-0.69,1.39,187,16,76,8.5,11.0
2021-09,Mitino,SZAO,280600,307900,1169,3.53,5.61,84,17,58,8.5,11.0
2021-10,Mitino,SZAO,277400,313700,1156,-1.12,1.87,57,37,26,8.5,11.0
2021-11,Mitino,SZAO,276600,296500,1152,-0.3,-5.49,34,10,58,8.5,11.0
2021-12,Mitino,SZAO,292600,319400,1219,5.8,7.73,173,71,75,8.5,11.0
2022-01,Mitino,SZAO,291400,309300,1214,-0.43,-3.17,22,8,106,20.0,22.5
2022-02,Mitino,SZAO,289900,324500,1208,-0.51,4.91,100,71,38,20.0,22.5
2022-03,Mitino,SZAO,286000,309300,1192,-1.32,-4.66,52,49,49,20.0,22.5
2022-04,Mitino,SZAO,268900,292300,1121,-5.98,-5.51,100,64,24,9.5,12.0
2022-05,Mitino,SZAO,278100,289100,1159,3.4,-1.1,96,52,44,9.5,12.0
2022-06,Mitino,SZAO,284800,312900,1187,2.4,8.24,79,46,104,9.5,12.0
