id,date_posted,complex_id,complex_name,developer,complex_class,district,okrug,lat,lon,total_area,rooms,floor,total_floors,completion_year,ready_status,metro_station,metro_line,metro_distance_min,to_center_km,price_rub,price_per_sqm,deal_type,subsidized_mortgage,mortgage_rate_at_listing
N007209,2024-06-26,NB0131,Preobrazhenie Residence,MR Group,economy,Severnoye Tushino,SZAO,55.85859,37.42916,25.0,0,23,30,2026,under_construction,Prospekt Mira,Koltsevaya,191,16.7,5759000,230400,FZ214,True,18.5
N007210,2024-02-16,NB0102,Level Residence,PIK,business,Filimonkovskoye,NAO,55.58863,37.40128,59.6,2,5,22,2026,under_construction,Troparyovo,Sokolnicheskaya,103,22.96,12010000,201500,DDU,True,18.5
N007211,2022-10-10,NB0020,Headliner Residence,FSK,comfort,Zyablikovo,YuAO,55.61787,37.71588,86.3,3,20,30,2026,under_construction,Leninsky Prospekt,Kaluzhsko-Rizhskaya,157,16.26,16150000,187100,DDU,True,10.0
N007212,2022-09-02,NB0111,Sheremetyevsky Residence,GK Granel,comfort,Yuzhnoye Butovo,YuZAO,55.54025,37.53097,63.6,2,15,22,2025,under_construction,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,101,24.42,14027000,220500,DDU,True,12.0
N007213,2023-05-03,NB0007,Headliner Residence,MR Group,premium,Beskudnikovsky,SAO,55.88193,37.58654,50.9,2,15,25,2025,under_construction,Krasnopresnenskaya,Koltsevaya,163,14.4,20370000,400200,FZ214,True,10.0
N007214,2023-11-01,NB0210,Silver Park Residence,GK Granel,business,Moskvorechye-Saburovo,YuAO,55.63553,37.64975,26.5,0,17,25,2026,under_construction,Chistye Prudy,Sokolnicheskaya,172,13.29,7590000,286400,DDU,True,15.5
N007215,2021-02-18,NB0220,Silver Park Residence,MR Group,comfort,Timiryazevsky,SAO,55.79853,37.55329,54.5,3,9,17,2028,under_construction,Taganskaya,Koltsevaya,110,6.52,11323000,207800,DDU,True,6.75
N007216,2024-04-11,NB0195,Alye Parusa Residence,Capital Group,business,Vostochny,VAO,55.82218,37.86403,60.0,2,16,25,2025,under_construction,Pervomayskaya,Arbatsko-Pokrovskaya,65,17.0,14511000,241900,DDU,True,18.5
N007217,2024-10-20,NB0066,ZILART Residence,FSK,comfort,Savyolovsky,SAO,55.78104,37.56738,39.9,0,1,25,2027,under_construction,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,22,4.5,11973000,300100,FZ214,False,23.5
N007218,2021-09-27,NB0091,Triumph Palace Residence,MR Group,comfort,Sokolinaya Gora,VAO,55.77799,37.71816,42.5,1,14,17,2027,under_construction,Rimskaya,Lyublinsko-Dmitrovskaya,51,6.65,8586000,202000,DDU,True,11.0
N007219,2025-08-27,NB0088,Headliner Residence,GK Granel,economy,Mitino,SZAO,55.83138,37.35669,37.0,0,2,17,2027,under_construction,Rimskaya,Lyublinsko-Dmitrovskaya,258,18.62,7657000,206900,DDU,False,19.5
N007220,2023-10-18,NB0120,Level Residence,PIK,comfort,Dorogomilovo,ZAO,55.74612,37.55476,49.2,1,24,25,2025,under_construction,Slavyansky Bulvar,Arbatsko-Pokrovskaya,75,4.22,22896000,465400,DDU,True,15.5
N007221,2026-01-16,NB0195,Alye Parusa Residence,Capital Group,business,Vostochny,VAO,55.82218,37.86403,52.3,1,1,25,2025,completed,Yuzhnaya,Serpukhovsko-Timiryazevskaya,342,17.0,12362000,236400,installment,False,19.5
N007222,2025-12-30,NB0195,Alye Parusa Residence,Capital Group,business,Vostochny,VAO,55.82218,37.86403,27.5,0,24,25,2025,completed,Yugo-Zapadnaya,Sokolnicheskaya,355,17.0,7422000,269900,FZ214,False,19.5
N007223,2025-09-17,NB0020,Headliner Residence,FSK,comfort,Zyablikovo,YuAO,55.61787,37.71588,47.6,1,2,30,2026,under_construction,Kantemirovskaya,Zamoskvoretskaya,51,16.26,10566000,222000,FZ214,False,19.5
N007224,2023-08-16,NB0158,Alye Parusa Residence,LSR,comfort,Yaroslavsky,SVAO,55.87862,37.67207,83.2,3,13,17,2027,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,42,14.23,16574000,199200,DDU,True,15.5
N007225,2023-03-29,NB0226,Buninskie Luga Residence,Etalon,comfort,Kievsky,TAO,55.40414,36.74735,85.7,4,6,25,2027,under_construction,Taganskaya,Koltsevaya,822,67.28,6077000,70900,DDU,True,10.0
N007226,2024-03-07,NB0156,Headliner Residence,DONSTROY,business,Levoberezhny,SAO,55.87673,37.45964,60.9,2,12,25,2024,completed,Borovitskaya,Serpukhovsko-Timiryazevskaya,204,16.97,19508000,320300,trade-in,True,18.5
N007227,2025-11-18,NB0163,Preobrazhenie Residence,PIK,comfort,Orekhovo-Borisovo Severnoye,YuAO,55.63119,37.71942,71.1,3,16,25,2027,under_construction,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,197,14.98,13400000,188500,FZ214,False,19.5
N007228,2022-06-30,NB0221,Preobrazhenie Residence,DONSTROY,comfort,Khoroshyovsky,SAO,55.77211,37.55729,52.9,2,22,22,2027,under_construction,Begovaya,Tagansko-Krasnopresnenskaya,7,4.46,17575000,332200,DDU,True,12.0
N007229,2022-05-23,NB0110,Prokshino Residence,LSR,comfort,Zyuzino,YuZAO,55.66187,37.59123,74.4,3,13,22,2025,under_construction,Kakhovskaya,Bolshaya Koltsevaya,12,10.4,25265000,339600,DDU,True,12.0
N007230,2024-12-31,NB0205,Preobrazhenie Residence,MR Group,business,Mosrentgen,NAO,55.62061,37.49007,87.3,4,16,30,2025,under_construction,Troparyovo,Sokolnicheskaya,43,16.94,20566000,235600,DDU,False,23.5
N007231,2022-04-29,NB0037,Triumph Palace Residence,Samolet,economy,Fili-Davydkovo,ZAO,55.7577,37.48713,51.6,1,11,25,2024,under_construction,Filyovsky Park,Filyovskaya,7,8.37,15262000,295800,DDU,True,12.0
N007232,2021-02-14,NB0197,Metropolia Residence,Etalon,business,Khovrino,SAO,55.88022,37.46544,41.1,1,5,17,2026,under_construction,Delovoy Tsentr,MCC,187,17.07,9325000,226900,FZ214,True,6.75
N007233,2022-07-30,NB0238,Scandinavia Residence,GK Granel,business,Ochakovo-Matveyevskoye,ZAO,55.67924,37.47021,46.0,1,15,17,2026,under_construction,Prospekt Vernadskogo,Sokolnicheskaya,33,12.57,15460000,336100,FZ214,True,12.0
N007234,2025-05-01,NB0004,Severny Residence,LSR,business,Sokolinaya Gora,VAO,55.79487,37.71711,45.6,1,7,17,2027,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,5,7.55,21088000,462500,DDU,False,23.5
N007235,2021-06-01,NB0054,Buninskie Luga Residence,GK Granel,business,Timiryazevsky,SAO,55.81992,37.56548,47.3,1,21,25,2025,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,9,8.12,17966000,379800,DDU,True,11.0
N007236,2021-02-11,NB0189,Polar Residence,LSR,premium,Pokrovskoye-Streshnevo,SZAO,55.83394,37.48189,86.5,3,26,30,2027,under_construction,Dinamo,Zamoskvoretskaya,87,12.43,37845000,437500,trade-in,True,6.75
N007237,2024-02-03,NB0041,Preobrazhenie Residence,PIK,comfort,Preobrazhenskoye,VAO,55.79586,37.71313,42.7,1,3,17,2026,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,8,7.42,12166000,284900,DDU,True,18.5
N007238,2023-01-15,NB0217,Prokshino Residence,FSK,comfort,Veshnyaki,VAO,55.73067,37.81647,76.1,3,13,35,2026,under_construction,Perovo,Kalininskaya,36,12.52,13218000,173700,DDU,True,10.0
N007239,2022-01-25,NB0051,Odintsovo-1 Residence,FSK,economy,Bogorodskoye,VAO,55.80712,37.69874,42.3,2,22,25,2026,under_construction,Leninsky Prospekt,Kaluzhsko-Rizhskaya,168,7.67,7237000,171100,trade-in,True,22.5
N007240,2023-08-06,NB0120,Level Residence,PIK,comfort,Dorogomilovo,ZAO,55.74612,37.55476,57.5,1,6,25,2025,under_construction,Komsomolskaya,Koltsevaya,91,4.22,22060000,383600,DDU,True,15.5
N007241,2022-05-20,NB0172,Polar Residence,Capital Group,comfort,Gagarinsky,YuZAO,55.69436,37.56545,68.9,2,13,17,2028,under_construction,Fili,Filyovskaya,85,7.47,21620000,313800,FZ214,True,12.0
N007242,2021-08-15,NB0172,Polar Residence,Capital Group,comfort,Gagarinsky,YuZAO,55.69436,37.56545,55.5,2,6,17,2028,under_construction,Semyonovskaya,Arbatsko-Pokrovskaya,169,7.47,17461000,314600,DDU,True,11.0
N007243,2023-03-03,NB0150,Buninskie Luga Residence,MR Group,business,Danilovsky,YuAO,55.70866,37.65499,78.1,3,9,22,2026,under_construction,Lubyanka,Sokolnicheskaya,73,5.47,27678000,354400,DDU,True,10.0
N007244,2022-07-15,NB0041,Preobrazhenie Residence,PIK,comfort,Preobrazhenskoye,VAO,55.79586,37.71313,49.4,2,16,17,2026,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,3,7.42,15096000,305600,installment,True,12.0
N007245,2024-10-05,NB0188,Silver Park Residence,INGRAD,comfort,Marushkinskoye,NAO,55.57018,37.24158,59.4,2,16,17,2028,under_construction,VDNKh,Kaluzhsko-Rizhskaya,451,31.35,7989000,134500,DDU,False,23.5
N007246,2024-09-08,NB0117,Severny Residence,INGRAD,economy,Shchukino,SZAO,55.81572,37.44812,28.2,0,21,30,2026,under_construction,Dubrovka,Lyublinsko-Dmitrovskaya,221,12.8,7349000,260600,installment,False,18.5
N007247,2022-06-09,NB0229,Severny Residence,Etalon,economy,Novogireyevo,VAO,55.74465,37.8309,51.5,1,3,22,2024,under_construction,Novogireyevo,Kalininskaya,16,13.19,10079000,195700,trade-in,True,12.0
N007248,2024-11-21,NB0177,Prokshino Residence,GK A101,comfort,Krasnopakhorskoye,TAO,55.43499,37.31218,24.8,0,12,22,2026,under_construction,Novoslobodskaya,Koltsevaya,507,40.42,2307000,93000,DDU,False,23.5
N007249,2023-05-22,NB0199,Sheremetyevsky Residence,Etalon,economy,Kievsky,TAO,55.4078,36.75491,44.9,1,10,22,2027,under_construction,Profsoyuznaya,Kaluzhsko-Rizhskaya,712,66.65,3040000,67700,DDU,True,10.0
N007250,2022-10-29,NB0201,Preobrazhenie Residence,DONSTROY,economy,Begovoy,SAO,55.77674,37.54201,54.3,2,21,30,2026,under_construction,Pushkinskaya,Tagansko-Krasnopresnenskaya,51,5.54,11816000,217600,installment,True,10.0
N007251,2022-05-16,NB0014,Odintsovo-1 Residence,GK A101,comfort,Vnukovo,ZAO,55.64703,37.26882,41.8,1,12,25,2025,under_construction,Pechatniki,Lyublinsko-Dmitrovskaya,356,25.05,8423000,201500,DDU,True,12.0
N007252,2021-07-04,NB0094,Sheremetyevsky Residence,LSR,comfort,Altufyevsky,SVAO,55.89769,37.55786,57.0,2,26,35,2027,under_construction,Slavyansky Bulvar,Arbatsko-Pokrovskaya,238,16.46,9644000,169200,trade-in,True,11.0
N007253,2021-03-05,NB0056,Losiny Ostrov Residence,GK A101,comfort,Nagatino-Sadovniki,YuAO,55.68389,37.68348,64.5,2,19,30,2025,under_construction,Serpukhovskaya,Serpukhovsko-Timiryazevskaya,71,8.72,12741000,197500,DDU,True,6.75
N007254,2023-12-08,NB0111,Sheremetyevsky Residence,GK Granel,comfort,Yuzhnoye Butovo,YuZAO,55.54025,37.53097,43.1,1,12,22,2025,under_construction,Tyoply Stan,Kaluzhsko-Rizhskaya,107,24.42,10971000,254500,FZ214,True,15.5
N007255,2023-04-03,NB0075,Sheremetyevsky Residence,LSR,business,Obruchevsky,YuZAO,55.65353,37.56344,47.4,1,7,17,2027,under_construction,Kakhovskaya,Bolshaya Koltsevaya,26,11.73,19400000,409300,DDU,True,10.0
N007256,2024-02-04,NB0240,Green Park Residence,GK Granel,economy,Rostokino,SVAO,55.82905,37.6326,63.9,2,9,30,2026,under_construction,Begovaya,Tagansko-Krasnopresnenskaya,103,8.39,12895000,201800,FZ214,True,18.5
N007257,2025-10-07,NB0141,Level Residence,Samolet,business,Konkovo,YuZAO,55.63533,37.51071,52.0,1,24,25,2024,completed,Novye Cheryomushki,Kaluzhsko-Rizhskaya,61,14.88,22250000,427900,trade-in,False,19.5
N007258,2023-04-30,NB0032,Alye Parusa Residence,Samolet,comfort,Presnensky,CAO,55.78072,37.57329,32.7,0,8,22,2028,under_construction,Mayakovskaya,Zamoskvoretskaya,25,4.21,17560000,537000,installment,True,10.0
N007259,2023-08-08,NB0227,Green Park Residence,LSR,comfort,Yakimanka,CAO,55.7381,37.5844,83.0,3,3,30,2026,under_construction,Kropotkinskaya,Sokolnicheskaya,24,2.88,53851000,648800,FZ214,True,15.5
N007260,2021-05-30,NB0181,Green Park Residence,GK A101,business,Kurkino,SZAO,55.90692,37.39039,44.3,1,13,17,2024,under_construction,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,375,22.28,14616000,329900,DDU,True,11.0
N007261,2023-11-22,NB0022,Sheremetyevsky Residence,Etalon,comfort,Yasenevo,YuZAO,55.62416,37.52992,63.2,3,18,22,2024,under_construction,Yuzhnaya,Serpukhovsko-Timiryazevskaya,62,15.51,17760000,281000,FZ214,True,15.5
N007262,2022-02-28,NB0180,Symbol Residence,PIK,economy,Desyonovskoye,NAO,55.50783,37.47109,62.2,2,3,22,2027,under_construction,Pionerskaya,Filyovskaya,306,28.93,6892000,110800,FZ214,True,22.5
N007263,2021-07-07,NB0178,Losiny Ostrov Residence,MR Group,business,Sokolinaya Gora,VAO,55.80131,37.7479,55.0,1,10,22,2025,under_construction,Prospekt Mira,Koltsevaya,90,9.54,14293000,259900,installment,True,11.0
N007264,2026-01-24,NB0058,Severny Residence,Capital Group,comfort,Severnoye Butovo,YuZAO,55.59728,37.57736,44.4,2,5,22,2024,completed,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,22,17.63,12859000,289600,DDU,False,19.5
N007265,2021-02-27,NB0144,ZILART Residence,LSR,comfort,Babushkinsky,SVAO,55.86778,37.64188,29.3,0,7,22,2026,under_construction,VDNKh,Kaluzhsko-Rizhskaya,67,12.73,4589000,156600,DDU,True,6.75
N007266,2022-05-27,NB0233,Headliner Residence,GK A101,premium,Cheryomushki,YuZAO,55.66814,37.57402,44.2,1,8,30,2026,under_construction,Park Pobedy,Arbatsko-Pokrovskaya,103,9.98,21871000,494800,DDU,True,12.0
N007267,2024-03-05,NB0205,Preobrazhenie Residence,MR Group,business,Mosrentgen,NAO,55.62061,37.49007,46.1,1,19,30,2025,under_construction,Tyoply Stan,Kaluzhsko-Rizhskaya,17,16.94,14116000,306200,trade-in,True,18.5
N007268,2022-03-09,NB0027,Headliner Residence,GK A101,comfort,Khoroshyovsky,SAO,55.78734,37.57052,76.5,3,18,30,2026,under_construction,Dinamo,Zamoskvoretskaya,11,4.87,26886000,351400,DDU,True,22.5
N007269,2022-09-27,NB0021,Metropolia Residence,GK A101,comfort,Kievsky,TAO,55.38805,36.71028,75.3,3,13,25,2025,under_construction,Arbatskaya (F),Filyovskaya,834,70.22,5717000,75900,FZ214,True,12.0
N007270,2022-06-09,NB0202,Buninskie Luga Residence,GK Granel,economy,Novogireyevo,VAO,55.75778,37.77898,80.6,3,23,25,2025,under_construction,Perovo,Kalininskaya,15,9.91,14946000,185400,DDU,True,12.0
N007271,2025-05-17,NB0029,Buninskie Luga Residence,GK Granel,economy,Alekseevsky,SVAO,55.80465,37.65147,51.9,2,20,30,2026,under_construction,Komsomolskaya,Koltsevaya,41,5.96,12839000,247400,trade-in,False,23.5
N007272,2023-04-13,NB0234,Symbol Residence,DONSTROY,comfort,Voykovsky,SAO,55.80624,37.48647,60.5,1,21,30,2027,under_construction,Elektrozavodskaya,Arbatsko-Pokrovskaya,168,10.22,13085000,216300,trade-in,True,10.0
N007273,2024-08-14,NB0204,Triumph Palace Residence,INGRAD,economy,Ivanovskoye,VAO,55.78335,37.81277,22.0,1,3,25,2026,under_construction,Mayakovskaya,Zamoskvoretskaya,163,12.45,3711000,168700,DDU,False,18.5
N007274,2024-06-18,NB0247,Odintsovo-1 Residence,PIK,economy,Yuzhnoye Medvedkovo,SVAO,55.86304,37.63425,45.7,1,2,30,2026,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,80,12.16,9047000,198000,DDU,True,18.5
N007275,2023-07-21,NB0076,Odintsovo-1 Residence,MR Group,comfort,Donskoy,YuAO,55.70888,37.62358,44.9,1,19,25,2027,under_construction,Ulitsa 1905 Goda,Tagansko-Krasnopresnenskaya,85,5.01,13525000,301200,DDU,True,15.5
N007276,2024-07-29,NB0102,Level Residence,PIK,business,Filimonkovskoye,NAO,55.58863,37.40128,69.4,2,18,22,2026,under_construction,Pionerskaya,Filyovskaya,216,22.96,15878000,228800,installment,False,18.5
N007277,2023-04-06,NB0217,Prokshino Residence,FSK,comfort,Veshnyaki,VAO,55.73067,37.81647,72.4,3,1,35,2026,under_construction,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,161,12.52,11671000,161200,DDU,True,10.0
N007278,2023-01-27,NB0064,Polar Residence,LSR,premium,Mosrentgen,NAO,55.6173,37.47993,73.4,3,2,25,2025,under_construction,Slavyansky Bulvar,Arbatsko-Pokrovskaya,151,17.57,23763000,323800,trade-in,True,10.0
N007279,2022-07-14,NB0207,Symbol Residence,Capital Group,comfort,Ryazanovskoye,NAO,55.45873,37.5218,48.3,1,31,35,2024,under_construction,Tyoply Stan,Kaluzhsko-Rizhskaya,220,33.41,5649000,116900,DDU,True,12.0
N007280,2024-01-08,NB0098,Green Park Residence,DONSTROY,economy,Cheryomushki,YuZAO,55.68081,37.53792,38.8,0,13,22,2026,under_construction,Novye Cheryomushki,Kaluzhsko-Rizhskaya,21,9.64,12001000,309300,DDU,True,18.5
N007281,2026-03-28,NB0130,Silver Park Residence,Capital Group,economy,Solntsevo,ZAO,55.64274,37.36607,40.3,1,21,30,2025,completed,Sportivnaya,Sokolnicheskaya,189,20.19,7592000,188400,DDU,False,19.5
N007282,2025-06-30,NB0027,Headliner Residence,GK A101,comfort,Khoroshyovsky,SAO,55.78734,37.57052,51.0,2,15,30,2026,under_construction,Dinamo,Zamoskvoretskaya,16,4.87,20514000,402200,FZ214,False,23.5
N007283,2023-10-21,NB0061,Scandinavia Residence,FSK,business,Akademichesky,YuZAO,55.69687,37.59154,39.3,1,18,22,2026,under_construction,Kuznetsky Most,Tagansko-Krasnopresnenskaya,97,6.6,17194000,437500,DDU,True,15.5
N007284,2024-05-25,NB0242,Preobrazhenie Residence,Etalon,business,Kosino-Ukhtomsky,VAO,55.73726,37.84003,48.6,2,17,25,2025,under_construction,Tekstilshchiki,Tagansko-Krasnopresnenskaya,89,13.85,12391000,255000,FZ214,True,18.5
N007285,2025-09-10,NB0173,Triumph Palace Residence,Samolet,economy,Nagatinsky Zaton,YuAO,55.67124,37.70074,26.1,0,18,30,2025,completed,Kantemirovskaya,Zamoskvoretskaya,64,10.47,5874000,225000,trade-in,False,19.5
N007286,2021-07-26,NB0185,Metropolia Residence,MR Group,economy,Lomonosovsky,YuZAO,55.69101,37.52172,41.1,2,9,25,2026,under_construction,Universitet,Sokolnicheskaya,16,9.35,13039000,317300,DDU,True,11.0
N007287,2021-06-23,NB0189,Polar Residence,LSR,premium,Pokrovskoye-Streshnevo,SZAO,55.83394,37.48189,38.5,1,30,30,2027,under_construction,Voykovskaya,Zamoskvoretskaya,29,12.43,16536000,429500,FZ214,True,11.0
N007288,2025-03-24,NB0217,Prokshino Residence,FSK,comfort,Veshnyaki,VAO,55.73067,37.81647,62.2,3,17,35,2026,under_construction,Shchyolkovskaya,Arbatsko-Pokrovskaya,112,12.52,13706000,220400,DDU,False,23.5
N007289,2025-09-18,NB0119,Alye Parusa Residence,MR Group,comfort,Pervomayskoye,TAO,55.44192,37.09152,87.6,3,11,25,2027,under_construction,Shchyolkovskaya,Arbatsko-Pokrovskaya,728,48.05,8856000,101100,DDU,False,19.5
N007290,2023-06-30,NB0056,Losiny Ostrov Residence,GK A101,comfort,Nagatino-Sadovniki,YuAO,55.68389,37.68348,41.1,1,15,30,2025,under_construction,Studencheskaya,Filyovskaya,141,8.72,9456000,230100,FZ214,True,10.0
N007291,2024-04-26,NB0179,Silver Park Residence,MR Group,business,Ivanovskoye,VAO,55.75431,37.81737,51.8,2,2,35,2024,completed,Novogireyevo,Kalininskaya,9,12.3,20359000,393000,trade-in,True,18.5
N007292,2024-09-14,NB0029,Buninskie Luga Residence,GK Granel,economy,Alekseevsky,SVAO,55.80465,37.65147,60.9,2,2,30,2026,under_construction,Smolenskaya (F),Filyovskaya,98,5.96,13943000,228900,installment,False,18.5
N007293,2025-09-26,NB0018,Discovery Park Residence,GK Granel,business,Preobrazhenskoye,VAO,55.78871,37.70384,22.0,0,12,17,2024,completed,Preobrazhenskaya Ploshchad,Sokolnicheskaya,17,6.48,8069000,366800,FZ214,False,19.5
N007294,2021-08-04,NB0022,Sheremetyevsky Residence,Etalon,comfort,Yasenevo,YuZAO,55.62416,37.52992,74.7,3,20,22,2024,under_construction,Tyoply Stan,Kaluzhsko-Rizhskaya,26,15.51,19663000,263200,FZ214,True,11.0
N007295,2025-03-11,NB0109,Polar Residence,Capital Group,economy,Severnoye Butovo,YuZAO,55.58201,37.57772,56.2,2,16,30,2025,completed,Oktyabrskaya,Koltsevaya,204,19.3,11594000,206300,trade-in,False,23.5
N007296,2025-07-03,NB0231,Odintsovo-1 Residence,Capital Group,business,Izmaylovo,VAO,55.79632,37.77268,45.7,1,17,22,2024,completed,Novye Cheryomushki,Kaluzhsko-Rizhskaya,242,10.61,14535000,318100,DDU,False,19.5
N007297,2025-10-05,NB0206,Silver Park Residence,Capital Group,comfort,Shchapovskoye,TAO,55.36577,37.51306,29.7,0,29,35,2026,under_construction,Kantemirovskaya,Zamoskvoretskaya,382,43.69,2474000,83300,installment,False,19.5
N007298,2023-11-08,NB0060,Mitino O2 Residence,MR Group,economy,Severnoye Izmaylovo,VAO,55.82483,37.8138,57.2,2,2,17,2026,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,181,14.42,11080000,193700,FZ214,True,15.5
N007299,2025-08-26,NB0233,Headliner Residence,GK A101,premium,Cheryomushki,YuZAO,55.66814,37.57402,50.7,1,18,30,2026,under_construction,Krasnopresnenskaya,Koltsevaya,126,9.98,29026000,572500,DDU,False,19.5
N007300,2021-09-29,NB0096,Symbol Residence,GK A101,comfort,Shcherbinka,NAO,55.51504,37.55489,60.8,2,22,30,2025,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,409,26.88,7893000,129800,installment,True,11.0
N007301,2021-11-08,NB0178,Losiny Ostrov Residence,MR Group,business,Sokolinaya Gora,VAO,55.80131,37.7479,57.8,3,2,22,2025,under_construction,Pushkinskaya,Tagansko-Krasnopresnenskaya,119,9.54,16294000,281900,DDU,True,11.0
N007302,2021-02-26,NB0039,Alye Parusa Residence,DONSTROY,business,Begovoy,SAO,55.77922,37.54275,28.6,1,3,22,2028,under_construction,Polezhaevskaya,Tagansko-Krasnopresnenskaya,23,5.64,10313000,360600,DDU,True,6.75
N007303,2023-11-18,NB0043,Buninskie Luga Residence,Capital Group,comfort,Donskoy,YuAO,55.72202,37.57974,41.4,1,1,30,2027,under_construction,Dinamo,Zamoskvoretskaya,93,4.38,9827000,237400,installment,True,15.5
N007304,2023-02-26,NB0032,Alye Parusa Residence,Samolet,comfort,Presnensky,CAO,55.78072,37.57329,40.8,1,21,22,2028,under_construction,Fili,Filyovskaya,67,4.21,20214000,495400,DDU,True,10.0
N007305,2025-12-23,NB0249,Triumph Palace Residence,GK A101,comfort,Novo-Peredelkino,ZAO,55.67967,37.31219,53.6,1,6,17,2027,under_construction,Filyovsky Park,Filyovskaya,166,21.02,12283000,229200,DDU,False,19.5
N007306,2024-08-30,NB0059,Scandinavia Residence,GK A101,economy,Molzhaninovsky,SAO,55.94317,37.41012,67.9,2,11,25,2027,under_construction,VDNKh,Kaluzhsko-Rizhskaya,237,24.82,9206000,135600,DDU,False,18.5
N007307,2021-07-07,NB0166,Silver Park Residence,Etalon,comfort,Yuzhnoye Tushino,SZAO,55.83938,37.45695,33.0,1,14,17,2026,under_construction,Fili,Filyovskaya,135,13.97,6171000,187000,DDU,True,11.0
N007308,2024-06-23,NB0143,Silver Park Residence,Capital Group,business,Voronovskoye,TAO,55.28896,37.18444,23.1,0,14,25,2025,under_construction,Troparyovo,Sokolnicheskaya,530,58.54,2988000,129400,FZ214,True,18.5
N007309,2024-07-03,NB0001,Green Park Residence,FSK,comfort,Zelenograd,ZelAO,56.00037,37.18892,73.9,3,1,22,2026,under_construction,Smolenskaya (AP),Arbatsko-Pokrovskaya,455,38.43,10328000,139800,installment,False,18.5
N007310,2025-06-10,NB0115,Level Residence,DONSTROY,comfort,Severnoye Izmaylovo,VAO,55.8119,37.79922,69.3,3,13,30,2024,completed,Shchyolkovskaya,Arbatsko-Pokrovskaya,9,12.89,17736000,255900,DDU,False,23.5
N007311,2023-08-24,NB0175,Green Park Residence,Etalon,economy,Molzhaninovsky,SAO,55.96218,37.41063,23.2,0,22,22,2028,under_construction,Kutuzovskaya,Filyovskaya,316,26.62,3229000,139200,trade-in,True,15.5
N007312,2023-10-16,NB0231,Odintsovo-1 Residence,Capital Group,business,Izmaylovo,VAO,55.79632,37.77268,81.9,3,5,22,2024,under_construction,Partizanskaya,Arbatsko-Pokrovskaya,20,10.61,31095000,379700,DDU,True,15.5
N007313,2024-11-26,NB0184,Odintsovo-1 Residence,GK A101,comfort,Gagarinsky,YuZAO,55.7074,37.55187,41.9,1,34,35,2025,under_construction,Smolenskaya (AP),Arbatsko-Pokrovskaya,59,6.74,16489000,393500,DDU,False,23.5
N007314,2025-10-13,NB0179,Silver Park Residence,MR Group,business,Ivanovskoye,VAO,55.75431,37.81737,25.5,0,23,35,2024,completed,Partizanskaya,Arbatsko-Pokrovskaya,73,12.3,7578000,297200,trade-in,False,19.5
N007315,2023-04-10,NB0209,Mitino O2 Residence,LSR,economy,Rogovskoye,TAO,55.291,37.04321,47.7,2,6,25,2025,under_construction,Tverskaya,Zamoskvoretskaya,762,63.02,3217000,67400,FZ214,True,10.0
N007316,2022-11-11,NB0192,Triumph Palace Residence,DONSTROY,comfort,Presnensky,CAO,55.76989,37.57448,38.2,1,5,17,2026,under_construction,Rizhskaya,Kaluzhsko-Rizhskaya,54,3.4,19623000,513700,DDU,True,10.0
N007317,2025-07-05,NB0070,Prokshino Residence,Samolet,comfort,Novokosino,VAO,55.72594,37.8526,38.9,1,2,17,2025,completed,Partizanskaya,Arbatsko-Pokrovskaya,116,14.84,7923000,203700,FZ214,False,19.5
N007318,2022-09-07,NB0032,Alye Parusa Residence,Samolet,comfort,Presnensky,CAO,55.78072,37.57329,42.7,1,1,22,2028,under_construction,Belorusskaya,Koltsevaya,14,4.21,21274000,498200,trade-in,True,12.0
N007319,2024-02-28,NB0153,Preobrazhenie Residence,INGRAD,comfort,Zelenograd,ZelAO,55.99215,37.22084,23.3,0,1,35,2025,under_construction,Park Pobedy,Arbatsko-Pokrovskaya,407,36.39,3290000,141200,installment,True,18.5
N007320,2023-02-11,NB0095,Prokshino Residence,Capital Group,comfort,Dorogomilovo,ZAO,55.74352,37.55715,81.7,3,11,25,2025,under_construction,Smolenskaya (AP),Arbatsko-Pokrovskaya,24,4.15,38100000,466300,installment,True,10.0
N007321,2024-10-02,NB0211,Scandinavia Residence,LSR,comfort,Shchapovskoye,TAO,55.36954,37.52509,47.6,1,18,30,2027,under_construction,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,316,43.16,4247000,89200,FZ214,False,23.5
