id,date_posted,district,okrug,lat,lon,total_area,rooms,floor,total_floors,building_year,building_type,renovation,furnished,pets_allowed,deposit_months,metro_station,metro_line,metro_distance_min,to_center_km,monthly_rent_rub,rent_per_sqm
R018373,2022-08-17,Sokol,SAO,55.80178,37.51154,69.3,3,6,12,1965,brick,euro,True,True,2,Polezhaevskaya,Tagansko-Krasnopresnenskaya,39,8.66,81500,1176
R018374,2023-09-14,Sosenskoye,NAO,55.56046,37.40067,73.0,3,3,9,2000,modern_panel,cosmetic,True,True,1,Polezhaevskaya,Tagansko-Krasnopresnenskaya,307,25.56,45400,622
R018375,2023-12-20,Danilovsky,YuAO,55.72989,37.65266,42.1,1,4,9,1956,stalin,cosmetic,True,True,1,Oktyabrskaya,Koltsevaya,39,3.33,53500,1271
R018376,2023-01-02,Khamovniki,CAO,55.72729,37.59545,60.5,2,9,12,1946,stalin,cosmetic,True,True,1,VDNKh,Kaluzhsko-Rizhskaya,126,3.36,130000,2149
R018377,2024-02-05,Cheryomushki,YuZAO,55.66434,37.53766,58.3,2,3,5,1957,stalin,no_renovation,True,True,1,Novye Cheryomushki,Kaluzhsko-Rizhskaya,4,11.24,99400,1705
R018378,2022-07-08,Pervomayskoye,TAO,55.45317,37.05448,57.4,2,8,9,2018,monolith,designer,False,True,1,Ulitsa Podbelskogo,Sokolnicheskaya,688,48.82,22100,386
R018379,2025-02-13,Meshchansky,CAO,55.76326,37.61869,48.0,1,2,9,1978,panel,cosmetic,True,False,2,Komsomolskaya,Koltsevaya,15,1.05,104400,2175
R018380,2022-10-10,Zamoskvorechye,CAO,55.74877,37.63268,57.0,2,1,12,1966,khrushchev,euro,True,False,0,Novokuznetskaya,Zamoskvoretskaya,8,0.94,120700,2117
R018381,2025-12-17,Biryulyovo Zapadnoye,YuAO,55.57549,37.66597,69.6,3,12,22,2017,modern_panel,designer,True,False,1,Yuzhnaya,Serpukhovsko-Timiryazevskaya,44,20.04,66200,952
R018382,2023-07-11,Desyonovskoye,NAO,55.52295,37.4676,34.8,1,9,17,2002,monolith,cosmetic,True,False,2,Shabolovskaya,Kaluzhsko-Rizhskaya,288,27.42,24600,705
R018383,2022-02-16,Krasnoselsky,CAO,55.78738,37.66668,59.7,1,1,17,1972,brick,euro,True,True,1,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,31,4.7,86200,1444
R018384,2026-01-23,Koptevo,SAO,55.86609,37.50632,69.6,3,4,12,2022,monolith,cosmetic,True,False,1,Polezhaevskaya,Tagansko-Krasnopresnenskaya,91,14.38,61400,883
R018385,2023-10-21,Filyovsky Park,ZAO,55.74775,37.46454,62.4,2,4,5,1964,brick,euro,True,False,1,Shchukinskaya,Tagansko-Krasnopresnenskaya,86,9.8,94400,1513
R018386,2025-06-12,Danilovsky,YuAO,55.704,37.64254,54.5,2,9,9,2015,monolith,euro,True,False,1,Shabolovskaya,Kaluzhsko-Rizhskaya,33,5.71,73000,1339
R018387,2022-12-12,Tyoply Stan,YuZAO,55.62835,37.48298,50.5,2,9,12,2018,modern_panel,euro,False,False,1,Tyoply Stan,Kaluzhsko-Rizhskaya,15,16.42,58200,1153
R018388,2022-03-31,Levoberezhny,SAO,55.86899,37.46252,52.2,1,18,22,2015,monolith,euro,True,False,2,Rechnoy Vokzal,Zamoskvoretskaya,17,16.17,63300,1213
R018389,2022-01-31,Severnoye Tushino,SZAO,55.84644,37.44604,82.0,4,11,12,2014,monolith,cosmetic,True,True,1,Vystavochnaya,Filyovskaya,161,15.01,73500,896
R018390,2021-07-19,Solntsevo,ZAO,55.64147,37.41424,80.8,4,5,9,1967,khrushchev,euro,False,True,1,Tyoply Stan,Kaluzhsko-Rizhskaya,95,18.0,48900,605
R018391,2022-02-20,Biryulyovo Vostochnoye,YuAO,55.60277,37.68995,54.2,1,6,12,2006,brick,designer,True,False,1,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,113,17.36,48900,901
R018392,2022-01-19,Konkovo,YuZAO,55.62333,37.53246,55.4,2,9,9,1981,panel,cosmetic,False,False,2,Yasenevo,Kaluzhsko-Rizhskaya,46,15.54,45400,819
R018393,2026-02-09,Golovinsky,SAO,55.85482,37.50399,40.3,1,18,22,1993,panel,euro,True,False,1,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,108,13.39,31400,778
R018394,2025-03-30,Yuzhnoye Medvedkovo,SVAO,55.87528,37.68115,54.5,2,6,9,2013,modern_panel,cosmetic,True,False,2,Okhotny Ryad,Sokolnicheskaya,163,14.01,44200,811
R018395,2024-10-15,Donskoy,YuAO,55.73006,37.60411,73.7,3,5,5,2002,monolith,designer,False,True,1,Nagatinskaya,Serpukhovsko-Timiryazevskaya,50,2.85,98100,1331
R018396,2024-01-16,Biryulyovo Zapadnoye,YuAO,55.59477,37.63127,66.7,3,2,22,2004,modern_panel,cosmetic,True,False,1,Strogino,Arbatsko-Pokrovskaya,339,17.71,46900,703
R018397,2024-11-01,Ochakovo-Matveyevskoye,ZAO,55.68544,37.43933,37.9,1,1,9,1992,brick,euro,True,False,2,Kropotkinskaya,Sokolnicheskaya,132,13.68,49200,1298
R018398,2021-02-17,Losinoostrovsky,SVAO,55.85616,37.68537,50.0,2,2,12,1966,panel,cosmetic,True,False,1,Delovoy Tsentr,MCC,209,12.07,27100,543
R018399,2022-02-12,Aeroport,SAO,55.81615,37.52068,54.0,1,8,17,1996,brick,euro,False,False,2,Belorusskaya,Koltsevaya,56,9.33,47700,883
R018400,2022-09-28,Vostochnoye Izmaylovo,VAO,55.77002,37.83072,58.9,2,4,17,2007,modern_panel,cosmetic,False,False,1,Ploshchad Ilyicha,Kalininskaya,127,13.25,43700,741
R018401,2024-12-26,Chertanovo Tsentralnoye,YuAO,55.60751,37.60852,56.3,1,6,9,2014,monolith,designer,False,False,1,Rizhskaya,Kaluzhsko-Rizhskaya,216,16.3,51200,910
R018402,2023-01-19,Otradnoye,SVAO,55.86607,37.59514,51.1,1,11,12,2019,monolith,euro,True,True,1,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,130,12.58,47800,935
R018403,2023-01-05,Chertanovo Severnoye,YuAO,55.65665,37.64823,46.3,1,8,9,1992,panel,cosmetic,True,False,1,Kakhovskaya,Bolshaya Koltsevaya,19,10.95,40200,868
R018404,2024-08-02,Zyablikovo,YuAO,55.60159,37.71094,54.6,2,3,12,2003,modern_panel,cosmetic,True,False,1,Tverskaya,Zamoskvoretskaya,223,17.85,39500,723
R018405,2024-10-18,Tsaritsyno,YuAO,55.61796,37.69032,52.4,2,9,22,1972,panel,cosmetic,True,True,1,Kantemirovskaya,Zamoskvoretskaya,30,15.73,40100,764
R018406,2022-09-02,Strogino,SZAO,55.80615,37.41486,48.7,1,7,22,2020,monolith,cosmetic,True,True,1,Smolenskaya (AP),Arbatsko-Pokrovskaya,154,14.13,47700,980
R018407,2021-04-26,Chertanovo Yuzhnoye,YuAO,55.60644,37.60318,49.2,1,4,12,2003,monolith,euro,True,False,1,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,3,16.43,51400,1045
R018408,2021-03-19,Severnoye Tushino,SZAO,55.84693,37.42245,40.4,1,1,12,1990,brick,cosmetic,False,True,1,Rechnoy Vokzal,Zamoskvoretskaya,30,16.15,26500,657
R018409,2023-06-25,Pokrovskoye-Streshnevo,SZAO,55.80543,37.43887,56.8,2,7,9,2019,monolith,euro,False,False,0,Ugreshskaya,MCC,240,12.74,56400,993
R018410,2025-07-04,Mosrentgen,NAO,55.6168,37.5006,48.1,1,3,5,1968,panel,euro,True,False,2,Tyoply Stan,Kaluzhsko-Rizhskaya,7,17.0,44600,926
R018411,2023-02-27,Sokolniki,VAO,55.81144,37.65658,38.1,1,7,9,2008,modern_panel,cosmetic,False,False,1,Sokolniki,Sokolnicheskaya,8,6.78,43900,1153
R018412,2023-04-27,Sokolinaya Gora,VAO,55.77395,37.71897,45.9,1,9,9,2006,modern_panel,cosmetic,True,False,1,Sokolniki,Sokolnicheskaya,47,6.53,35000,763
R018413,2025-11-07,Fili-Davydkovo,ZAO,55.70634,37.44714,89.1,4,5,9,1983,panel,designer,True,True,1,Bagrationovskaya,Filyovskaya,35,12.09,115800,1300
R018414,2026-03-12,Tverskoy,CAO,55.7815,37.63492,53.6,1,5,12,1986,panel,euro,True,False,2,Prospekt Mira,Koltsevaya,27,3.19,132800,2478
R018415,2023-01-21,Shcherbinka,NAO,55.48972,37.58795,46.1,1,2,9,2012,modern_panel,euro,True,False,2,Novye Cheryomushki,Kaluzhsko-Rizhskaya,230,29.45,25800,559
R018416,2021-10-10,Severnoye Izmaylovo,VAO,55.80612,37.77404,47.7,1,4,9,1966,khrushchev,no_renovation,True,True,1,Shchyolkovskaya,Arbatsko-Pokrovskaya,8,11.2,33400,699
R018417,2025-11-07,Solntsevo,ZAO,55.63819,37.37816,49.3,2,11,17,2005,monolith,euro,True,False,1,Rizhskaya,Kaluzhsko-Rizhskaya,267,19.92,61000,1237
R018418,2022-03-07,Vnukovo,ZAO,55.64571,37.24965,66.5,3,3,12,1971,panel,designer,True,False,1,Preobrazhenskaya Ploshchad,Sokolnicheskaya,393,26.18,54000,812
R018419,2024-11-15,Fili-Davydkovo,ZAO,55.71655,37.46498,61.6,3,4,12,1977,panel,no_renovation,True,False,1,Krasnopresnenskaya,Koltsevaya,86,10.6,55900,907
R018420,2021-07-20,Krasnoselsky,CAO,55.75751,37.67841,56.7,2,5,5,1968,khrushchev,cosmetic,True,True,1,Oktyabrskaya,Koltsevaya,79,3.63,56000,988
R018421,2022-03-05,Begovoy,SAO,55.79879,37.54801,47.2,1,5,5,1983,panel,euro,True,False,1,Fili,Filyovskaya,65,6.76,45600,965
R018422,2021-12-25,Pokrovskoye-Streshnevo,SZAO,55.82902,37.43458,44.2,1,9,9,1967,khrushchev,cosmetic,True,True,1,Kakhovskaya,Bolshaya Koltsevaya,248,14.33,33900,768
R018423,2025-03-31,Mikhaylovo-Yartsevskoye,TAO,55.41207,37.18545,35.9,1,2,22,2011,modern_panel,euro,False,False,1,Smolenskaya (AP),Arbatsko-Pokrovskaya,533,46.83,11200,312
R018424,2024-05-06,Voykovsky,SAO,55.8147,37.51009,89.1,4,6,12,1996,brick,cosmetic,True,True,0,Delovoy Tsentr,MCC,101,9.68,84700,951
R018425,2025-10-30,Ivanovskoye,VAO,55.7849,37.7871,64.6,2,11,12,2018,modern_panel,euro,False,True,2,Nagatinskaya,Serpukhovsko-Timiryazevskaya,178,10.96,48300,748
R018426,2024-10-07,Molzhaninovsky,SAO,55.95202,37.40508,64.9,3,5,22,2019,monolith,no_renovation,False,False,2,Rechnoy Vokzal,Zamoskvoretskaya,149,25.82,36500,563
R018427,2025-02-25,Biryulyovo Vostochnoye,YuAO,55.57504,37.67114,44.2,1,15,22,1978,panel,cosmetic,False,False,1,Kantemirovskaya,Zamoskvoretskaya,73,20.14,24700,558
R018428,2025-04-21,Bibirevo,SVAO,55.89083,37.58452,57.8,2,14,22,1971,panel,designer,True,False,1,Pechatniki,Lyublinsko-Dmitrovskaya,276,15.39,59500,1029
R018429,2022-07-04,Koptevo,SAO,55.83397,37.49788,47.8,1,3,9,1954,brick,cosmetic,True,False,1,Rechnoy Vokzal,Zamoskvoretskaya,38,11.76,36300,759
R018430,2023-08-18,Shchukino,SZAO,55.79283,37.47044,40.3,1,1,5,2018,monolith,no_renovation,False,True,1,Shchukinskaya,Tagansko-Krasnopresnenskaya,8,10.35,60700,1506
R018431,2021-09-03,Kurkino,SZAO,55.90954,37.38508,87.4,4,11,22,2023,modern_panel,cosmetic,False,False,1,Shabolovskaya,Kaluzhsko-Rizhskaya,281,22.72,65600,751
R018432,2021-07-08,Kokoshkino,NAO,55.65362,37.21127,62.6,2,4,9,2021,monolith,euro,False,False,2,Tretyakovskaya,Kalininskaya,344,27.98,28800,459
R018433,2021-11-06,Butyrsky,SVAO,55.80165,37.57276,43.7,1,6,9,1964,brick,designer,False,True,1,VDNKh,Kaluzhsko-Rizhskaya,43,6.1,47400,1084
R018434,2022-02-05,Voykovsky,SAO,55.82194,37.50173,51.6,1,9,17,2006,monolith,cosmetic,True,False,1,Filyovsky Park,Filyovskaya,90,10.61,46400,900
R018435,2023-04-14,Akademichesky,YuZAO,55.6944,37.53955,51.5,2,7,17,1939,stalin,cosmetic,True,False,2,Profsoyuznaya,Kaluzhsko-Rizhskaya,16,8.35,88000,1709
R018436,2025-09-09,Perovo,VAO,55.74558,37.7865,72.0,3,3,5,1989,panel,cosmetic,False,False,1,Perovo,Kalininskaya,3,10.41,74300,1032
R018437,2025-09-30,Dmitrovsky,SAO,55.88556,37.56121,60.1,2,2,9,1969,panel,no_renovation,True,False,2,Krasnopresnenskaya,Koltsevaya,160,15.11,40600,676
R018438,2025-01-13,Maryina Roshcha,SVAO,55.7676,37.63649,36.8,1,2,9,1982,panel,no_renovation,False,False,1,Komsomolskaya,Koltsevaya,42,1.81,27500,748
R018439,2024-02-20,Ostankinsky,SVAO,55.82982,37.63371,37.1,1,8,12,1972,panel,cosmetic,True,False,1,VDNKh,Kaluzhsko-Rizhskaya,16,8.48,44400,1197
R018440,2021-07-20,Alekseevsky,SVAO,55.81706,37.62458,40.6,1,9,9,2018,modern_panel,cosmetic,True,False,1,Sokolniki,Sokolnicheskaya,35,7.03,34900,859
R018441,2021-02-01,Izmaylovo,VAO,55.80034,37.7449,67.0,3,3,5,2012,monolith,euro,True,True,0,Proletarskaya,Tagansko-Krasnopresnenskaya,115,9.32,53500,798
R018442,2022-08-20,Preobrazhenskoye,VAO,55.79863,37.76061,51.5,1,12,12,1968,khrushchev,cosmetic,True,True,0,Preobrazhenskaya Ploshchad,Sokolnicheskaya,1,10.06,54200,1052
R018443,2023-01-29,Severnoye Izmaylovo,VAO,55.81188,37.83055,80.8,3,5,9,2016,modern_panel,euro,True,False,1,Tretyakovskaya,Kalininskaya,164,14.61,68400,847
R018444,2024-04-22,Kokoshkino,NAO,55.64214,37.20194,48.6,1,3,9,1979,brick,cosmetic,True,False,2,Aleksandrovsky Sad,Filyovskaya,340,29.04,24700,508
R018445,2021-05-25,Ostankinsky,SVAO,55.83445,37.62697,75.6,3,21,22,2005,monolith,cosmetic,False,False,1,VDNKh,Kaluzhsko-Rizhskaya,16,8.97,88600,1172
R018446,2026-04-01,Savyolovsky,SAO,55.80135,37.60479,36.1,1,3,17,2013,modern_panel,euro,False,False,1,Sokolniki,Sokolnicheskaya,74,5.37,42000,1165
R018447,2022-11-20,Meshchansky,CAO,55.77129,37.62129,63.6,2,5,9,2019,monolith,euro,True,True,0,Prospekt Mira,Koltsevaya,2,1.93,158800,2498
R018448,2021-06-03,Preobrazhenskoye,VAO,55.76018,37.71375,44.9,1,1,5,2008,monolith,cosmetic,True,True,1,Perovo,Kalininskaya,80,5.86,38500,857
R018449,2022-05-14,Biryulyovo Zapadnoye,YuAO,55.58712,37.65676,36.3,1,12,22,2023,monolith,cosmetic,True,False,2,Proletarskaya,Tagansko-Krasnopresnenskaya,193,18.68,25700,708
R018450,2024-09-08,Bogorodskoye,VAO,55.80415,37.71023,50.6,1,2,5,2021,monolith,euro,True,False,1,Borovitskaya,Serpukhovsko-Timiryazevskaya,123,7.91,54500,1078
R018451,2022-05-02,Filimonkovskoye,NAO,55.53135,37.3805,49.6,1,7,9,1977,brick,designer,True,False,1,Smolenskaya (F),Filyovskaya,292,28.98,34200,689
R018452,2021-04-27,Levoberezhny,SAO,55.83559,37.45567,64.9,3,3,5,2019,monolith,cosmetic,True,False,2,Rechnoy Vokzal,Zamoskvoretskaya,16,13.75,51100,787
R018453,2024-06-17,Tyoply Stan,YuZAO,55.61054,37.49823,50.3,1,20,22,1939,stalin,no_renovation,False,True,1,Yugo-Zapadnaya,Sokolnicheskaya,58,17.7,44700,889
R018454,2021-04-15,Krasnoselsky,CAO,55.78696,37.65209,45.5,2,4,5,1965,khrushchev,cosmetic,True,False,2,Lubyanka,Sokolnicheskaya,39,4.16,48900,1074
R018455,2024-01-03,Severnoye Izmaylovo,VAO,55.81446,37.80222,69.7,3,9,17,1946,stalin,cosmetic,True,True,1,Shchyolkovskaya,Arbatsko-Pokrovskaya,6,13.19,93300,1339
R018456,2022-02-21,Obruchevsky,YuZAO,55.65557,37.57256,45.3,1,7,9,1994,panel,euro,True,True,2,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,43,11.34,47400,1047
R018457,2021-03-17,Sokol,SAO,55.80841,37.50691,68.0,3,9,9,2006,modern_panel,euro,True,False,1,Voykovskaya,Zamoskvoretskaya,21,9.35,74700,1098
R018458,2023-11-17,Molzhaninovsky,SAO,55.96399,37.43682,87.9,4,6,9,2015,monolith,cosmetic,True,True,1,Profsoyuznaya,Kaluzhsko-Rizhskaya,387,26.03,61800,703
R018459,2022-12-27,Shcherbinka,NAO,55.49024,37.58818,52.9,2,1,5,1951,brick,euro,False,True,1,Begovaya,Tagansko-Krasnopresnenskaya,364,29.39,31400,594
R018460,2023-01-25,Novofyodorovskoye,TAO,55.32677,36.92039,81.2,3,1,5,1941,stalin,euro,True,True,1,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,762,64.79,27600,340
R018461,2025-11-17,Kotlovka,YuZAO,55.66453,37.60417,50.5,1,7,9,1967,panel,euro,True,True,2,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,24,9.99,61500,1217
R018462,2024-10-14,Khovrino,SAO,55.87483,37.49101,64.1,2,5,17,2001,monolith,cosmetic,True,False,0,Rechnoy Vokzal,Zamoskvoretskaya,32,15.7,55800,871
R018463,2026-02-10,Pokrovskoye-Streshnevo,SZAO,55.83743,37.43031,48.0,1,15,22,1966,khrushchev,euro,True,False,1,Shchukinskaya,Tagansko-Krasnopresnenskaya,20,15.1,56200,1170
R018464,2021-07-21,Sokolinaya Gora,VAO,55.77576,37.74699,48.1,1,15,17,1990,panel,cosmetic,True,False,2,Elektrozavodskaya,Arbatsko-Pokrovskaya,27,8.26,36000,748
R018465,2021-08-11,Biryulyovo Zapadnoye,YuAO,55.59138,37.66076,56.5,2,3,5,1994,panel,cosmetic,True,False,1,Sportivnaya,Sokolnicheskaya,191,18.24,32300,571
R018466,2024-03-06,Golovinsky,SAO,55.84513,37.49161,51.2,1,2,5,1972,khrushchev,cosmetic,True,False,1,Pionerskaya,Filyovskaya,144,12.97,38900,761
R018467,2022-04-05,Severnoye Butovo,YuZAO,55.57373,37.58256,53.0,1,8,22,1966,khrushchev,euro,True,False,0,Tekstilshchiki,Tagansko-Krasnopresnenskaya,210,20.18,38300,724
R018468,2021-10-20,Dmitrovsky,SAO,55.87414,37.54808,50.3,1,2,5,2021,modern_panel,euro,True,False,1,Partizanskaya,Arbatsko-Pokrovskaya,199,14.12,36700,729
R018469,2024-10-22,Strogino,SZAO,55.80128,37.41506,59.4,2,6,9,1966,khrushchev,no_renovation,True,False,2,Strogino,Arbatsko-Pokrovskaya,6,13.9,85300,1436
R018470,2023-12-10,Beskudnikovsky,SAO,55.88999,37.57422,35.5,1,7,22,2009,modern_panel,cosmetic,False,False,1,Rechnoy Vokzal,Zamoskvoretskaya,60,15.41,24300,684
R018471,2025-07-25,Yuzhnoye Medvedkovo,SVAO,55.88851,37.63724,62.4,2,4,5,1959,brick,cosmetic,True,False,1,Rechnoy Vokzal,Zamoskvoretskaya,133,15.0,48500,777
R018472,2021-05-09,Ryazanovskoye,NAO,55.48378,37.48868,72.6,3,5,9,2019,monolith,cosmetic,True,False,1,Elektrozavodskaya,Arbatsko-Pokrovskaya,440,31.16,31200,430
R018473,2022-04-01,Kotlovka,YuZAO,55.67497,37.63998,70.2,3,3,9,2018,modern_panel,euro,False,True,1,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,132,8.86,67600,963
R018474,2024-04-26,Biryulyovo Zapadnoye,YuAO,55.58756,37.66961,44.0,1,8,9,1962,khrushchev,no_renovation,True,False,1,Novye Cheryomushki,Kaluzhsko-Rizhskaya,129,18.75,23000,523
R018475,2026-04-17,Severnoye Medvedkovo,SVAO,55.88232,37.63082,44.2,1,3,17,1969,brick,designer,True,False,1,Prospekt Mira,Koltsevaya,147,14.29,48400,1095
R018476,2022-06-17,Strogino,SZAO,55.79491,37.41486,42.2,1,9,9,1965,panel,euro,True,True,1,Strogino,Arbatsko-Pokrovskaya,2,13.66,59700,1415
R018477,2023-06-19,Obruchevsky,YuZAO,55.64798,37.5399,35.3,1,5,9,1937,stalin,cosmetic,True,True,1,Prospekt Mira,Koltsevaya,174,12.82,46800,1327
R018478,2021-09-13,Moskvorechye-Saburovo,YuAO,55.66283,37.6565,53.3,2,9,9,2022,monolith,cosmetic,True,True,1,Kropotkinskaya,Sokolnicheskaya,142,10.37,40300,756
R018479,2023-10-19,Otradnoye,SVAO,55.87787,37.61889,37.5,1,21,22,2003,modern_panel,cosmetic,True,False,2,Okhotny Ryad,Sokolnicheskaya,147,13.79,28000,747
R018480,2025-06-19,Zamoskvorechye,CAO,55.7484,37.63251,36.9,1,10,12,1970,khrushchev,euro,False,False,1,Trubnaya,Lyublinsko-Dmitrovskaya,45,0.95,56200,1523
R018481,2022-09-08,Voronovskoye,TAO,55.28665,37.20954,42.8,1,1,5,1969,khrushchev,cosmetic,False,True,1,Pervomayskaya,Arbatsko-Pokrovskaya,797,58.05,9100,213
R018482,2024-12-30,Orekhovo-Borisovo Yuzhnoye,YuAO,55.60437,37.69585,69.9,2,1,5,1973,brick,cosmetic,True,False,1,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,123,17.28,50800,726
R018483,2021-04-28,Timiryazevsky,SAO,55.81555,37.54884,44.0,1,3,9,2022,monolith,euro,False,False,1,Sokol,Zamoskvoretskaya,44,8.2,40500,921
R018484,2022-03-21,Troparyovo-Nikulino,ZAO,55.66239,37.45687,58.7,2,3,22,2012,monolith,cosmetic,True,False,1,Shchyolkovskaya,Arbatsko-Pokrovskaya,320,14.46,69100,1177
R018485,2024-09-28,Yakimanka,CAO,55.72873,37.5904,45.3,1,1,22,1976,panel,euro,True,False,1,Tretyakovskaya,Kalininskaya,22,3.38,126300,2788
R018486,2023-04-22,Chertanovo Severnoye,YuAO,55.65535,37.61005,53.9,2,14,17,1942,stalin,euro,True,False,1,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,10,10.98,80900,1501
R018487,2026-02-02,Filimonkovskoye,NAO,55.57575,37.38208,57.6,2,4,17,2017,modern_panel,cosmetic,True,True,1,Krasnopresnenskaya,Koltsevaya,305,24.83,26200,455
R018488,2022-09-25,Tagansky,CAO,55.76191,37.66904,45.5,1,8,9,1971,khrushchev,euro,True,True,2,Kitay-Gorod,Kaluzhsko-Rizhskaya,36,3.15,57200,1256
R018489,2025-12-31,Losinoostrovsky,SVAO,55.88743,37.73021,73.9,3,2,17,1985,panel,euro,True,True,1,Pionerskaya,Filyovskaya,245,16.35,54400,736
R018490,2021-06-16,Mitino,SZAO,55.85234,37.375,65.0,2,12,12,1958,khrushchev,cosmetic,True,True,1,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,10,18.86,49100,756
R018491,2021-04-21,Kievsky,TAO,55.40973,36.71049,87.9,4,5,5,2004,monolith,cosmetic,False,False,2,Kievskaya,Koltsevaya,774,68.83,21300,242
R018492,2024-02-29,Vnukovskoye,NAO,55.64314,37.35029,54.6,2,7,9,1967,khrushchev,cosmetic,False,False,1,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,293,20.95,29500,541
R018493,2024-04-22,Kievsky,TAO,55.37521,36.74904,37.1,1,12,22,1986,panel,cosmetic,False,False,1,Bagrationovskaya,Filyovskaya,740,69.12,10200,275
R018494,2021-08-28,Orekhovo-Borisovo Severnoye,YuAO,55.64494,37.73876,60.0,2,10,12,2011,monolith,cosmetic,True,False,1,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,110,14.19,35300,588
R018495,2022-11-08,Shchapovskoye,TAO,55.38573,37.51662,64.0,2,14,22,2008,brick,cosmetic,True,False,0,Kantemirovskaya,Zamoskvoretskaya,361,41.46,20800,324
R018496,2024-11-05,Shcherbinka,NAO,55.50663,37.57625,51.0,1,7,9,2022,monolith,cosmetic,True,False,1,Begovaya,Tagansko-Krasnopresnenskaya,366,27.64,33300,654
R018497,2023-04-22,Aeroport,SAO,55.80064,37.54226,42.6,1,4,12,2010,modern_panel,no_renovation,True,False,1,Tulskaya,Serpukhovsko-Timiryazevskaya,142,7.15,36200,849
R018498,2026-01-01,Pervomayskoye,TAO,55.47078,37.06308,55.1,1,2,9,1943,stalin,euro,False,False,0,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,445,47.09,23300,422
R018499,2021-01-28,Rogovskoye,TAO,55.3083,37.01758,43.4,1,18,22,1955,stalin,cosmetic,False,False,0,Chekhovskaya,Serpukhovsko-Timiryazevskaya,791,62.42,11200,258
R018500,2022-11-03,Nagatinsky Zaton,YuAO,55.69187,37.70727,81.3,3,1,9,2018,modern_panel,cosmetic,False,False,2,Nagatinskaya,Serpukhovsko-Timiryazevskaya,38,8.77,57400,706
R018501,2024-12-04,Yaroslavsky,SVAO,55.88353,37.73083,44.1,1,15,17,1961,khrushchev,cosmetic,False,False,2,Park Pobedy,Arbatsko-Pokrovskaya,235,15.97,26400,600
R018502,2021-01-24,Filimonkovskoye,NAO,55.54876,37.38963,35.7,1,1,9,1975,panel,cosmetic,True,True,1,Tyoply Stan,Kaluzhsko-Rizhskaya,118,27.03,13900,389
R018503,2021-04-20,Basmanny,CAO,55.76083,37.68617,51.4,2,8,9,2011,monolith,cosmetic,True,True,2,Kurskaya,Koltsevaya,17,4.16,87400,1701
R018504,2021-05-08,Dorogomilovo,ZAO,55.72791,37.55865,40.5,1,6,9,1941,stalin,designer,True,False,1,Smolenskaya (AP),Arbatsko-Pokrovskaya,23,4.85,93300,2304
R018505,2022-03-31,Voskresenskoye,NAO,55.58659,37.42586,55.1,2,6,9,1994,brick,cosmetic,True,False,2,Kantemirovskaya,Zamoskvoretskaya,196,22.26,27800,504
R018506,2022-05-15,Preobrazhenskoye,VAO,55.79703,37.72577,59.1,2,11,12,2008,modern_panel,designer,True,False,1,Preobrazhenskaya Ploshchad,Sokolnicheskaya,1,8.13,88200,1493
R018507,2026-03-05,Danilovsky,YuAO,55.71771,37.62807,56.8,2,3,9,1991,panel,cosmetic,True,False,1,Kitay-Gorod,Kaluzhsko-Rizhskaya,63,4.05,47600,837
R018508,2022-05-24,Sokolniki,VAO,55.79513,37.6512,63.9,2,11,22,1980,panel,no_renovation,True,False,1,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,48,4.96,44000,688
R018509,2025-11-07,Kuntsevo,ZAO,55.74172,37.4368,71.0,3,9,9,2001,modern_panel,cosmetic,True,True,2,Yugo-Zapadnaya,Sokolnicheskaya,94,11.59,94000,1323
R018510,2022-11-24,Rostokino,SVAO,55.86686,37.66905,53.5,1,2,9,1958,khrushchev,no_renovation,False,False,1,Park Pobedy,Arbatsko-Pokrovskaya,175,12.92,27900,521
R018511,2021-04-08,Moskvorechye-Saburovo,YuAO,55.64641,37.66243,77.9,3,2,5,1954,brick,cosmetic,True,True,2,Tulskaya,Serpukhovsko-Timiryazevskaya,91,12.23,51100,656
R018512,2025-05-15,Tsaritsyno,YuAO,55.62444,37.68103,49.2,2,9,9,1964,khrushchev,euro,False,False,1,Smolenskaya (AP),Arbatsko-Pokrovskaya,185,14.88,31300,637
R018513,2024-07-08,Filyovsky Park,ZAO,55.75655,37.49604,53.9,2,7,9,2008,modern_panel,euro,True,True,1,Slavyansky Bulvar,Arbatsko-Pokrovskaya,27,7.81,74900,1391
R018514,2021-09-06,Shcherbinka,NAO,55.46963,37.56694,45.5,2,4,9,1989,panel,cosmetic,True,True,1,Pionerskaya,Filyovskaya,321,31.79,19100,420
